0	0.011111	0.011111	0.088889	0.27778	0.58889	0.71111	0.95556	1.1444	1.4444	1.6333	1.8444	1.9889	2.1667	2.3778	2.3778	2.3778	2.7778	2.7444	2.6778	2.8889	2.8	2.6	2.7333	3.2	2.8222	2.8333	2.8556	3.0444	2.9444	2.8111	3.0444	2.9667	3.0222	2.8889	2.9	3.0333	2.9333	2.6889	2.7889
0	0	0	0.044444	0.27778	0.47778	0.71111	1.1222	1.2667	1.7222	1.6889	1.9444	2.1333	2.1444	2.0556	2.4667	2.3778	2.3444	2.7222	2.3333	2.5778	3.1889	3.2556	2.7889	3.0111	2.9667	2.8222	2.8111	3.2222	2.9889	2.9222	2.9667	2.7333	2.9667	3.0556	3.0222	2.8111	2.7333	3.3111	3.2889
0	0	0.022222	0.17778	0.25556	0.58889	0.7	1.1667	1.5	1.3778	1.5556	2.0222	1.9778	2.1222	2.1889	2.5667	2.4444	2.6333	2.9222	2.6444	3.1778	2.8222	2.7667	2.6778	3.0889	2.8667	2.8667	2.9333	3.0333	2.7	2.7556	3.0333	2.8111	2.8333	2.6778	3.3111	2.8222	3.0444	3.1333	2.9889
0	0.022222	0.044444	0.11111	0.23333	0.37778	0.58889	0.93333	1.4556	1.7	2.0333	2.1889	2.1111	2.4111	2.2667	2.4889	2.6444	2.9333	2.8889	2.2556	2.8444	2.5889	2.7333	2.8556	2.8111	2.8111	2.7556	2.7556	3.2889	3	3.2	3.2556	2.6	2.7889	2.9111	2.7	2.9889	3.0222	3.1111	3.0444
0	0	0.055556	0.088889	0.27778	0.58889	0.62222	1.2556	1.3333	1.6222	1.9222	1.8222	2.3444	2.2889	2.8333	2.5778	2.5222	2.6556	2.7222	2.7111	3.1556	2.6667	2.7778	2.9333	3.0556	2.9889	3	2.6556	2.7889	2.5667	3.1556	2.8556	2.9333	3.1778	2.9778	2.8556	3.1778	3.0111	3.0778	2.7333
0	0.011111	0.077778	0.11111	0.32222	0.48889	0.76667	0.91111	1.2111	1.5	1.9778	1.8889	2.1	2.1333	2.4222	2.4111	2.5444	2.7333	2.6889	2.5111	2.8	2.8111	2.7556	2.8111	2.9556	2.8667	2.7667	2.7222	3.0111	2.6556	3	3.1889	3.1444	2.5778	2.7222	2.9	3.1889	3.1	2.8333	3.3556
0	0	0.011111	0.088889	0.32222	0.54444	0.64444	0.95556	1.3667	1.4556	1.8	1.9667	2.1111	2.4444	2.5778	2.5222	2.2778	2.7	2.7444	2.7556	2.4222	3.0333	2.9556	2.9	2.6889	3.0889	2.7111	2.8111	2.9111	3.2333	3.0333	3.2222	3.2333	2.8889	3.3222	3.0222	3.1556	2.9778	3.1333	2.9667
0	0	0.044444	0.11111	0.27778	0.43333	0.66667	1.0667	1.2667	1.4556	1.8556	2	2.0889	2.5	2.3889	2.5222	2.6778	2.7222	2.5111	3.2889	2.6333	2.9111	2.8778	2.9889	2.5667	2.8444	2.9333	3.0778	2.8889	2.7667	3.1	2.8444	2.7889	2.8444	3.0444	2.7889	2.7333	2.8333	3.3111	3.0333
0	0	0.055556	0.21111	0.22222	0.47778	0.77778	0.91111	1.4556	1.6667	1.8778	1.8889	2.3889	2.6	2.3	2.5444	2.6222	2.5667	2.5111	2.6333	2.7556	3.0444	2.6556	2.7556	2.8556	2.6889	3.2556	2.8	2.6667	3.0556	3	2.9222	2.8333	3.1889	2.8556	3.4111	2.9333	2.8333	2.9889	2.8556
0	0	0.044444	0.15556	0.23333	0.51111	0.82222	1.0444	1.1222	1.5	1.5556	2.2111	2.1889	2.2	2.4	2.4778	2.8778	2.5667	2.7667	2.6111	2.6444	2.6333	2.8333	2.9111	2.8	2.8889	2.9444	3.1556	2.7111	2.9	3.1111	3.4222	2.9889	2.7889	3.0333	3.0556	3	2.7667	2.8556	2.7444
0	0	0.066667	0.088889	0.3	0.35556	0.71111	0.81111	1.1111	1.7	1.7333	1.9222	2.2889	2.3222	2.3667	2.4222	2.5889	2.7667	2.7778	2.6333	2.8556	2.8444	2.8111	2.8556	2.8556	2.9	2.8556	2.7667	2.9667	2.7111	2.6778	2.9667	2.4556	2.8111	3.0778	3.0222	3.0111	3.0222	2.8444	2.7556
0	0	0.055556	0.12222	0.15556	0.6	0.8	0.94444	1.2667	1.4667	1.6444	1.9333	1.9222	2.3333	2.3556	2.6667	2.7333	2.6222	2.8111	2.9556	2.7333	2.7111	2.9889	2.9111	3.1556	3.0556	3.0333	2.7	3.1667	2.9222	2.8	2.9111	2.9778	2.9889	2.8333	2.7556	3.2333	3.2444	3.2	2.9111
0	0	0.044444	0.12222	0.26667	0.36667	0.65556	1.0778	1.2556	1.5222	2.0889	1.9444	2.1222	2.3222	2.2889	2.4111	2.5	2.5444	2.6667	2.6222	3.2222	2.8444	2.9	2.6667	3.0667	2.9889	2.6778	2.6556	2.6222	3.0333	2.9556	2.7111	2.8667	2.9889	3.0778	2.6556	2.9	3.0667	2.6667	2.8889
0	0	0.055556	0.1	0.21111	0.38889	0.77778	1.0778	1.3333	1.4222	1.8778	1.9111	2.0778	2.3222	2.7333	2.1778	2.4444	2.7556	2.6556	2.8667	2.8556	2.6	2.9889	2.9	3.1222	3	3.2444	2.7667	2.9333	2.9556	2.8222	3.0778	2.8778	3.3222	3.0222	2.9222	2.9667	2.9889	3.4	2.9889
0	0	0.022222	0.11111	0.26667	0.3	0.77778	0.84444	1.3556	1.4444	1.8778	2.1667	1.8778	2.2778	2.2333	2.3778	2.7222	2.5111	2.7556	2.8667	2.8111	2.6444	2.7667	2.7	3.0444	3	2.9556	2.7	2.9444	2.9444	2.6111	3	2.6	2.8889	2.7889	2.8444	2.7333	3.0222	3.2556	3.2556
0	0	0.044444	0.15556	0.26667	0.44444	0.65556	1.0444	1.4333	1.5333	1.9444	1.9667	2.2111	2.4	2.2	2.4333	2.6444	2.6667	2.5	3.0222	2.9556	2.9222	2.5333	3.1	3.1	3.2667	2.9556	3.1111	3.0556	2.6444	2.9111	2.6889	2.8556	2.9111	2.8222	3.1667	2.7556	3.2889	2.6889	2.7778
0	0	0.022222	0.13333	0.15556	0.44444	0.61111	0.97778	1.4556	1.7667	1.8889	1.7667	2.0667	2.1111	2.3778	2.7111	2.3444	2.6778	3.0111	2.8111	2.6778	2.5667	2.8889	3.0111	2.7667	2.9556	3	2.4778	3.1778	3.1889	3.1778	2.5444	2.8	3.1	2.8	3.1333	2.7556	2.7889	2.9333	2.8778
0	0	0.022222	0.13333	0.23333	0.48889	0.8	1.0778	1.3556	1.3111	2	2.0333	2.2222	2.2111	2.4667	2.3889	2.4667	2.4889	2.8778	2.6778	2.5444	3.0667	2.5667	2.8	2.9444	2.8	2.4667	2.8444	3.4556	2.8444	2.8889	2.8667	3.0222	3.1444	2.9889	2.9444	2.7667	3.1	2.9889	2.8667
0	0	0.044444	0.066667	0.15556	0.54444	0.62222	1.0444	1.1222	1.6	1.5556	2.1556	2.1444	2.1889	2.2111	2.5222	2.5889	2.4444	2.6667	2.6889	2.8111	2.7778	2.7778	2.8333	3.0667	2.9778	2.9667	2.8111	2.9778	3.1222	3.1111	2.9	2.8333	3.0889	3.0778	3.1222	3.1222	3.1222	2.8556	2.9333
0	0	0.033333	0.12222	0.3	0.37778	0.64444	1.0222	1.4222	1.5667	1.6778	2.2556	2.0778	2.1667	2.2	2.5889	2.8	2.5111	2.5889	2.6	2.7444	3.1444	3	2.9222	2.5556	2.8111	3.1222	2.9	3.0667	2.4889	3	2.7556	2.8111	2.7778	3.0556	2.9222	3.0667	2.8889	2.8667	3.0444
