0	0.022222	0.066667	0.18889	0.58889	0.7	1.2222	1.6889	2.1444	2.5111	2.6111	2.7	2.7556	2.5	2.7444	2.4778	3.0222	2.6	2.5556	2.7556	3.1222	2.9	2.7	2.7556	2.8667	2.9889	2.6667	3.0889	3.0111	2.5111
0	0.011111	0.12222	0.23333	0.6	0.97778	1.2667	1.7	1.9778	1.9667	2.1667	2.4444	2.4889	2.7444	2.5778	2.7222	2.9556	2.9111	2.6556	2.6889	3.0667	3.2444	2.7667	2.8667	2.9778	3.0556	3.1556	3.2556	3	2.9
0	0.022222	0.11111	0.23333	0.52222	0.77778	1.2222	1.8111	2.2222	2.3667	2.1556	2.3778	2.4667	2.6222	2.7333	2.8	2.5	2.7778	2.8222	2.8778	3.1556	2.8556	2.9889	2.8333	2.9111	2.5556	2.7889	2.7444	3.0556	2.8667
0	0	0.077778	0.25556	0.35556	0.8	1.2778	1.5667	1.9778	2.3556	2.4333	2.4222	2.8778	2.7333	2.4333	2.8667	2.7667	3.0444	3	2.9222	2.6556	2.7222	2.8556	2.8667	3.0889	2.8	2.9889	2.8556	2.9333	2.7667
0	0.022222	0.077778	0.26667	0.62222	0.94444	1.3	1.6889	2.1	2.0778	2.2333	2.3778	2.7	2.9556	2.3778	2.9667	3.0444	2.8333	2.8667	3.3222	3.1	3.0556	2.4556	3.0222	3.2222	3.0333	3.1444	2.5333	3.1111	3.2889
0	0.011111	0.044444	0.27778	0.57778	1.0444	1.3889	1.6889	2.1778	2.2222	2.2444	2.3778	2.7667	2.5667	2.5556	2.6778	2.8889	2.9333	3.0333	3.0778	2.9222	2.8222	3.0889	2.9444	2.6556	2.8556	3.1667	3.0111	2.8889	3.3444
0	0.011111	0.055556	0.2	0.63333	1.0556	1.3556	1.5889	1.9889	2.1778	2.1444	2.6556	2.4889	2.5444	2.4889	2.7778	2.8556	2.9333	2.7778	2.8667	2.8333	3.1556	2.6111	3.0111	3.0333	2.8556	3.3111	3.0222	2.7889	2.8
0	0.033333	0.12222	0.22222	0.54444	0.94444	1.5667	1.4667	1.8	1.9889	2.5111	2.4	2.6	2.4778	2.6333	2.9556	3.0778	2.8	2.8444	2.8	2.6667	2.9556	3.0778	2.9	2.8111	3.0222	2.9556	3.0556	2.4778	3.3
0	0.011111	0.088889	0.3	0.57778	1.0556	1.4444	1.6889	2.0556	2.0556	2.5111	2.5111	2.6222	2.6778	2.7778	2.8556	2.8556	2.8333	2.7	3.4222	2.7667	3.1222	3.1444	2.8889	2.9667	2.8444	3.1667	2.7444	2.6222	2.8556
0	0	0.055556	0.3	0.53333	1	1.1333	1.7667	2.0667	2.1667	2.1778	2.2333	2.6444	2.7556	2.8556	2.4778	2.5778	2.7667	2.6889	3.0111	2.7889	2.3444	2.9444	2.8222	2.7889	3.1667	3.2667	3.3444	2.8667	2.9889
0	0.011111	0.11111	0.23333	0.47778	0.98889	1.4667	1.6889	1.6444	2.3222	2.6333	2.5667	2.7444	2.7111	2.5	2.9333	2.8778	2.7667	3.1	2.8778	2.8667	3.0111	2.9111	2.7667	3.1667	2.9	2.8	3.2111	2.9667	3.0556
0	0	0.077778	0.11111	0.55556	1.0111	1.2111	1.6333	2.0444	1.9333	2.4111	2.4	2.4556	2.8222	2.6778	3	2.8111	2.8222	2.6	2.9556	2.6667	2.6	2.9556	2.9444	2.8444	2.9778	3.1111	2.8889	2.6	3.2111
0	0.022222	0.066667	0.24444	0.55556	1.1222	1.2556	1.3556	1.8778	2.2222	2.3444	2.7	2.8111	3.0556	2.3667	3.0778	2.7333	2.9778	2.9	2.6222	2.5778	2.8	3.2556	2.7556	3.0444	2.8667	2.9444	2.7111	2.9222	2.9
0	0.011111	0.15556	0.21111	0.41111	0.85556	1.2889	1.8222	2.0333	2.2111	2.3889	2.3444	2.5222	2.7111	2.9444	2.8444	2.8	2.8444	2.9333	2.9	2.8778	2.8889	3.0111	3.1778	2.9667	3.1333	2.7889	2.8778	2.8	2.9222
0	0.011111	0.066667	0.2	0.62222	0.91111	1.2889	1.7889	2.0111	2.2556	2.6111	2.4778	2.4444	3.0333	2.5444	2.6111	2.4778	2.8556	2.8667	2.7556	3.2333	2.7889	3.0667	2.8889	3.0667	3.0111	3.2	3.2778	2.5778	2.7556
0	0	0.077778	0.22222	0.47778	1.0667	1.3333	1.6	1.8111	2.2556	2.2556	2.7333	2.6111	2.7111	2.4444	2.7778	2.6444	2.9111	2.7111	3.0222	2.9	3.0778	2.7667	2.9333	3.3667	3.2111	2.6889	2.8889	3.0778	2.9
0	0.011111	0.066667	0.33333	0.6	1.1111	1.5111	1.3778	2.1778	2.0222	2.2556	1.8889	2.9	2.4444	2.4556	2.6	3.1	2.7444	2.5556	2.8	2.9222	2.9333	3	2.5889	2.7778	2.8333	2.7667	3.0222	3.0111	2.9222
0	0.011111	0.13333	0.31111	0.6	1.1	1.5333	1.5889	1.9	1.9667	2.2222	2.6	2.3778	2.7667	2.5111	2.9444	2.7333	2.8222	2.9222	2.8	2.9111	2.8222	3.1667	3.0667	2.9778	3.0556	3.2444	3.0889	2.9333	2.7444
0	0.022222	0.1	0.33333	0.56667	0.94444	1.3778	1.3111	1.8667	2.3889	2.1	2.4667	2.5667	2.7222	2.5222	2.9333	2.8333	2.9889	2.7333	2.8222	2.9222	2.8111	2.5556	3.0667	2.9333	3.4111	2.9222	3.1444	2.7889	2.9
0	0.011111	0.1	0.2	0.53333	1.0222	1.3667	1.6667	2.2667	2	2.4444	2.4889	2.5778	2.6889	3.0889	2.6889	2.8222	2.6333	3.0111	2.6333	2.8556	2.8889	2.9778	3.0778	2.8778	3.0111	2.9556	2.9778	3.0778	2.9222
0	0.022222	0.033333	0.27778	0.65556	0.76667	1.5111	1.6111	1.8222	2.0444	2.1889	2.5444	2.8444	2.7	2.8778	2.8667	2.6556	2.8778	2.7444	2.8889	2.8889	2.9111	2.8	2.9778	3.2111	2.8556	3.4111	3.3333	3	2.8222
0	0	0.033333	0.21111	0.66667	1.0333	1.3333	1.6556	2.0333	2.0222	2.3667	2.4444	2.6778	2.5	2.6111	2.3667	2.9889	3.0111	2.9556	2.9111	3.0444	3.1556	2.6889	2.6333	2.8333	3.0111	2.9333	2.7333	3.2	2.7778
0	0.022222	0.066667	0.17778	0.58889	0.68889	1.3	1.5889	2.0667	2.3556	2.2556	2.6222	2.5111	2.7222	2.6667	2.7778	2.7778	3.0111	2.8778	2.7222	2.6778	2.8778	3.0333	3.0333	2.6778	2.9889	2.8889	2.6667	2.7111	2.9778
0	0	0.033333	0.23333	0.48889	0.84444	1.2556	1.6333	1.8889	2.2444	2.3111	2.1111	2.2444	2.6889	2.5222	2.6556	2.9111	3.0667	2.7444	2.9111	2.7	2.8778	2.6556	2.5778	2.9778	2.9889	3.1333	2.8667	2.8556	2.9111
0	0	0.066667	0.24444	0.48889	0.86667	1.4778	1.6556	1.7889	1.9556	2.0222	2.5889	2.5111	2.5	3.1444	3.0556	2.4444	3.0444	2.8333	2.8667	2.7444	2.8667	2.7667	2.9889	2.7222	3.0667	2.8778	3.0333	2.5556	2.9111
0	0	0.11111	0.25556	0.71111	0.95556	1.2889	1.7667	1.8111	2.1333	2.3889	2.0333	2.5	2.6222	2.6667	2.9333	2.6556	2.7667	3.0556	3.1222	2.7667	2.5333	2.9222	2.8111	2.8	2.9667	3.4222	2.7778	2.7778	2.8889
0	0.022222	0.088889	0.25556	0.7	0.85556	1.2333	1.8556	2.2	2.4222	2.3667	2.4	2.4333	2.7444	2.7	2.6889	2.8111	3.2444	2.9556	2.9	3.1333	2.8222	2.9222	3.1444	2.6667	3.0556	3.2889	2.8333	2.7889	3.0444
0	0	0.055556	0.25556	0.57778	0.82222	1.2444	1.6556	1.8556	2.3111	2.5222	2.8444	2.4556	2.8556	2.5333	2.9444	2.9556	2.7778	2.8889	2.7222	2.6556	2.9222	3.0667	2.9	2.9667	2.9222	2.7667	2.6667	3	2.9222
0	0	0.11111	0.23333	0.53333	0.98889	1.1889	1.7222	1.8778	1.9778	2.4111	2.2778	2.8222	2.8667	2.7111	2.6556	2.8333	3.0667	2.9333	2.9667	2.5889	2.9	3.0333	2.6	2.9667	2.9111	2.8778	3.3	2.7667	2.9667
